Pathway_ID,Pathway_Name,Genes
R-HSA-201681,TCF dependent signaling in response to WNT,"ADRM1,AKT1,AKT2,AMER1,APC,ASH2L,AXIN1,AXIN2,BCL9,BCL9L,BTRC,CAV1,CBY1,CCDC88C,CDC73,CHD8,CREBBP,CSNK1A1,CSNK1E,CSNK1G2,CSNK2A1,CSNK2A2,CSNK2B,CTBP1,CTNNB1,CTNNBIP1,CUL3,CXXC4,DACT1,DKK1,DKK2,DKK4,DPY30,DVL1,DVL2,DVL3,EP300,FRAT1,FRAT2,FZD1,FZD2,FZD4,FZD5,FZD6,FZD8,GSK3B,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3-4,H3C1,H3C15,H4C1,HDAC1,HECW1,KAT5,KLHL12,KMT2B,KREMEN1,KREMEN2,LEF1,LEO1,LGR4,LGR5,LGR6,LRP5,LRP6,MEN1,MYC,PIP5K1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PYGO1,PYGO2,RBBP5,RBX1,RNF146,RNF43,RPS27A,RSPO1,RSPO2,RSPO3,RSPO4,RUNX3,RUVBL1,RYK,SEM1,SFRP1,SFRP2,SMARCA4,SMURF2,SOST,SOX13,SOX17,SOX2,SOX3,SOX4,SOX6,SOX7,SOX9,SRY,TCF4,TCF7,TCF7L1,TCF7L2,TERT,TLE1,TLE2,TLE3,TLE4,TNKS,TNKS2,TRRAP,UBA52,UBB,UBC,USP34,USP8,WDR5,WIF1,WNT1,WNT3,WNT3A,WNT4,WNT5A,WNT8A,WNT8B,WNT9A,XIAP,XPO1,YWHAZ,ZNRF3"
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,"ASH2L,AXIN2,BCL9,BCL9L,CDC73,CREBBP,CTNNB1,DPY30,EP300,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3-4,H3C1,H3C15,H4C1,HDAC1,KAT5,KMT2B,LEF1,LEO1,MEN1,MYC,PYGO1,PYGO2,RBBP5,RUNX3,RUVBL1,SMARCA4,TCF4,TCF7,TCF7L1,TCF7L2,TERT,TLE1,TLE2,TLE3,TLE4,TRRAP,WDR5"
R-HSA-202040,G-protein activation,"GNA11,GNA14,GNA15,GNAQ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,OPRM1,PDYN,POMC"
R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,"AKT1,CALM1,CAV1,CYB5B,CYGB,DDAH1,DNM2,HSP90AA1,LYPLA1,NMT1,NMT2,NOS3,NOSIP,NOSTRIN,SPR,WASL,ZDHHC21"
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,"BMP1,CD151,COL10A1,COL11A1,COL11A2,COL12A1,COL14A1,COL15A1,COL17A1,COL18A1,COL1A1,COL1A2,COL24A1,COL27A1,COL2A1,COL3A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL7A1,COL8A1,COL8A2,COL9A1,COL9A2,COL9A3,CTSB,CTSL,CTSS,CTSV,DST,ITGA6,ITGB4,LAMA3,LAMB3,LAMC2,LOX,LOXL1,LOXL2,LOXL3,LOXL4,MMP13,MMP20,MMP3,MMP7,MMP9,PCOLCE,PLEC,PXDN,TLL1,TLL2"
R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,"ACE,ACE2,AGT,ANPEP,ATP6AP2,CES1,CMA1,CPA3,CPB1,CPB2,CTSD,CTSG,CTSZ,ENPEP,GZMH,MME,REN"
R-HSA-2022854,Keratan sulfate biosynthesis,"ACAN,B3GNT2,B3GNT3,B3GNT4,B3GNT7,B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT5,B4GALT6,B4GAT1,CHST1,CHST2,CHST3,CHST5,CHST6,FMOD,KERA,LUM,OGN,OMD,PRELP,SLC35D2,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST3GAL6"
R-HSA-2022857,Keratan sulfate degradation,"ACAN,FMOD,GALNS,GLB1,GLB1L,GLB1L2,GLB1L3,GNS,HEXA,HEXB,KERA,LUM,OGN,OMD,PRELP"
R-HSA-2022870,CS-GAG biosynthesis,"BCAN,BGN,CHPF,CHPF2,CHST11,CHST12,CHST13,CHST15,CHST3,CHST7,CHST9,CHSY1,CHSY3,CSGALNACT1,CSGALNACT2,CSPG4,CSPG5,DCN,NCAN,UST,VCAN"
R-HSA-2022928,HS-GAG biosynthesis,"AGRN,EXT1,EXT2,EXTL2,EXTL3,GLCE,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,HS2ST1,HS3ST1,HS3ST2,HS3ST3A1,HS3ST3B1,HS3ST4,HS3ST5,HS3ST6,HS6ST1,HS6ST2,HS6ST3,HSPG2,NDST1,NDST2,NDST3,NDST4,SDC1,SDC2,SDC3,SDC4,SLC35D2"
R-HSA-202403,TCR signaling,"ADRM1,BCL10,BTRC,CARD11,CD101,CD247,CD3D,CD3E,CD3G,CD4,CDC34,CHUK,CSK,CUL1,ENAH,EVL,FBXW11,FYB1,GRAP2,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IKBKB,IKBKG,INPP5D,ITK,LAT,LCK,LCP2,MALT1,MAP3K7,NCK1,NFKB1,NFKBIA,PAG1,PAK1,PAK2,PAK3,PDPK1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLCG1,PLCG2,PRKCQ,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,PTPN22,PTPRC,PTPRJ,RELA,RIPK2,RPS27A,SEM1,SKP1,TAB2,TRAC,TRAF6,TRAT1,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2N,UBE2V1,VASP,WAS,ZAP70"
R-HSA-2024096,HS-GAG degradation,"AGRN,CTSL,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,HGSNAT,HPSE,HPSE2,HSPG2,IDS,IDUA,NAGLU,SDC1,SDC2,SDC3,SDC4,SGSH"
R-HSA-2024101,CS/DS degradation,"ARSB,BCAN,BGN,CSPG4,CSPG5,DCN,GLB1,GLB1L,GLB1L2,GLB1L3,GUSB,HEXA,HEXB,HYAL1,HYAL3,HYAL4,IDS,IDUA,NCAN,VCAN"
R-HSA-202424,Downstream TCR signaling,"ADRM1,BCL10,BTRC,CARD11,CD247,CD3D,CD3E,CD3G,CD4,CDC34,CHUK,CUL1,FBXW11,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IKBKB,IKBKG,INPP5D,LCK,MALT1,MAP3K7,NFKB1,NFKBIA,PDPK1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PRKCQ,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,RELA,RIPK2,RPS27A,SEM1,SKP1,TAB2,TRAC,TRAF6,TRAT1,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2N,UBE2V1"
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,"CD247,CD3D,CD3E,CD3G,CD4,CSK,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,LCK,PAG1,PTPN22,PTPRC,PTPRJ,TRAC,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9"
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,"CD247,CD3D,CD3E,CD3G,CD4,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,LCK,PTPN22,TRAC,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9,ZAP70"
R-HSA-202433,Generation of second messenger molecules,"CD101,CD247,CD3D,CD3E,CD3G,CD4,ENAH,EVL,FYB1,GRAP2,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,ITK,LAT,LCK,LCP2,NCK1,PAK1,PAK2,PAK3,PLCG1,PLCG2,TRAC,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9,VASP,WAS,ZAP70"
R-HSA-202733,Cell surface interactions at the vascular wall,"ANGPT1,ANGPT2,ANGPT4,APOB,ATP1B1,ATP1B2,ATP1B3,BSG,CAV1,CD177,CD2,CD244,CD44,CD47,CD48,CD58,CD74,CD84,CD99,CD99L2,CEACAM1,CEACAM3,CEACAM5,CEACAM6,CEACAM8,COL1A1,COL1A2,CXADR,DOK2,EPCAM,ESAM,F11R,F2,FCAMR,FCER1G,FN1,FYN,GAS6,GLG1,GP6,GPC1,GRB14,GRB2,GRB7,GYPA,GYPB,GYPC,HRAS,IGHA1,IGHA2,IGHM,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLL1,IGLV,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,INPP5D,ITGA3,ITGA4,ITGA5,ITGA6,ITGAL,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB3,JAM2,JAM3,JAML,JCHAIN,KRAS,L1CAM,LCK,LYN,MAG,MERTK,MIF,MMP1,NRAS,OLR1,PECAM1,PF4,PF4V1,PICK1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLCG1,PPIA,PPIL2,PROC,PROCR,PROS1,PSG1,PSG11,PSG2,PSG3,PSG4,PSG5,PSG6,PSG7,PSG8,PSG9,PTPN11,PTPN6,SDC1,SDC2,SDC3,SDC4,SELE,SELL,SELP,SELPLG,SHC1,SIRPA,SIRPG,SLC16A1,SLC16A3,SLC16A8,SLC3A2,SLC7A10,SLC7A11,SLC7A5,SLC7A6,SLC7A7,SLC7A8,SLC7A9,SOS1,SPN,SRC,TEK,TGFB1,THBD,TNFRSF10A,TNFRSF10B,TNFRSF10D,TREM1,TSPAN7,VPREB1,VPREB3,YES1,eba-140,eba1,ebl-1,opaA,opaB,opaC,opaD,opaE,opaF,opaG,opaH,opaI,opaJ,opaK,piiC"
R-HSA-2028269,Signaling by Hippo,"AMOT,AMOTL1,AMOTL2,CASP3,DVL2,LATS1,LATS2,MOB1A,MOB1B,NPHP4,SAV1,STK3,STK4,TJP1,TJP2,WWC1,WWTR1,YAP1,YWHAB,YWHAE"
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,"ABI1,ABI2,ABL1,ACTB,ACTG1,ACTR2,ACTR3,AHCYL1,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,BAIAP2,BRK1,BTK,CD247,CD3G,CDC42,CFL1,CRK,CYFIP1,CYFIP2,DOCK1,ELMO1,ELMO2,FCGR1A,FCGR2A,FCGR3A,FGR,FYN,GRB2,HCK,HSP90AA1,HSP90AB1,IGHG1,IGHG2,IGHG3,IGHG4,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,ITPR1,ITPR2,ITPR3,LIMK1,LYN,MAPK1,MAPK3,MYH2,MYH9,MYO10,MYO1C,MYO5A,MYO9B,NCK1,NCKAP1,NCKAP1L,NCKIPSD,NF2,PAK1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLA2G6,PLCG1,PLCG2,PLD1,PLD2,PLD3,PLD4,PLPP4,PLPP5,PRKCD,PRKCE,PTK2,RAC1,SRC,SYK,VAV1,VAV2,VAV3,WAS,WASF1,WASF2,WASF3,WASL,WIPF1,WIPF2,WIPF3,YES1"
R-HSA-2029481,FCGR activation,"CD247,CD3G,FCGR1A,FCGR2A,FCGR3A,FGR,FYN,HCK,IGHG1,IGHG2,IGHG3,IGHG4,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,LYN,SRC,SYK,YES1"
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,"ABI1,ABI2,ABL1,ACTB,ACTG1,ACTR2,ACTR3,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,BAIAP2,BRK1,BTK,CD247,CD3G,CDC42,CFL1,CRK,CYFIP1,CYFIP2,DOCK1,ELMO1,ELMO2,FCGR1A,FCGR2A,FCGR3A,GRB2,HSP90AA1,HSP90AB1,IGHG1,IGHG2,IGHG3,IGHG4,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,LIMK1,MAPK1,MAPK3,MYH2,MYH9,MYO10,MYO1C,MYO5A,MYO9B,NCK1,NCKAP1,NCKAP1L,NCKIPSD,NF2,PAK1,PTK2,RAC1,SYK,VAV1,VAV2,VAV3,WAS,WASF1,WASF2,WASF3,WASL,WIPF1,WIPF2,WIPF3"
R-HSA-2029485,Role of phospholipids in phagocytosis,"AHCYL1,CD247,CD3G,FCGR1A,FCGR2A,FCGR3A,IGHG1,IGHG2,IGHG3,IGHG4,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,ITPR1,ITPR2,ITPR3,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLA2G6,PLCG1,PLCG2,PLD1,PLD2,PLD3,PLD4,PLPP4,PLPP5,PRKCD,PRKCE,SYK"
R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,"CCN2,GATA4,HIPK1,HIPK2,KAT2B,NKX2-5,NPPA,RUNX2,TBX5,TEAD1,TEAD2,TEAD3,TEAD4,WWTR1,YAP1"
R-HSA-2033519,Activated point mutants of FGFR2,"FGF1,FGF10,FGF16,FGF17,FGF18,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR2"
R-HSA-203927,MicroRNA (miRNA) biogenesis,"AGO1,AGO2,AGO3,AGO4,BCDIN3D,DGCR8,DICER1,DROSHA,MIR145,MIR23B,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,PRKRA,RAN,TARBP2,XPO5"
R-HSA-204005,COPII-mediated vesicle transport,"ANKRD28,AREG,BET1,CD59,CNIH1,CNIH2,CNIH3,COL7A1,CSNK1D,CTSC,CTSZ,F5,F8,FOLR1,GOLGA2,GORASP1,GOSR2,GRIA1,LMAN1,LMAN1L,LMAN2,LMAN2L,MCFD2,NAPA,NAPB,NAPG,NSF,PPP6C,PPP6R1,PPP6R3,PREB,RAB1A,RAB1B,SAR1B,SCFD1,SEC13,SEC16A,SEC16B,SEC22A,SEC22B,SEC22C,SEC23A,SEC23IP,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SEC31B,SERPINA1,STX17,STX5,TBC1D20,TFG,TGFA,TMED10,TMED2,TRAPPC1,TRAPPC10,TRAPPC2,TRAPPC2L,TRAPPC3,TRAPPC4,TRAPPC5,TRAPPC6A,TRAPPC6B,TRAPPC9,USO1,YKT6"
R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,"DLAT,DLD,GSTZ1,PDHA1,PDHA2,PDHB,PDHX,PDK1,PDK2,PDK3,PDK4,PDP1,PDP2,PDPR,SIRT4"
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE","AATF,ABR,AKAP13,APH1A,APH1B,ARHGEF1,ARHGEF10,ARHGEF10L,ARHGEF11,ARHGEF12,ARHGEF15,ARHGEF16,ARHGEF17,ARHGEF18,ARHGEF19,ARHGEF2,ARHGEF26,ARHGEF3,ARHGEF33,ARHGEF35,ARHGEF37,ARHGEF38,ARHGEF39,ARHGEF4,ARHGEF40,ARHGEF5,ARHGEF6,ARHGEF7,ARHGEF9,BAD,BCL2L11,BEX3,CASP2,CASP3,ECT2,FGD1,FGD2,FGD3,FGD4,GNA13,ITGB3BP,ITSN1,KALRN,MAGED1,MAPK8,MCF2,MCF2L,NCSTN,NET1,NGEF,NGF,NGFR,OBSCN,PLEKHG2,PLEKHG5,PREX1,PSEN1,PSEN2,PSENEN,RAC1,RASGRF2,RPS27A,SOS1,SOS2,SQSTM1,TIAM1,TIAM2,TRAF6,TRIO,UBA52,UBB,UBC,VAV1,VAV2,VAV3,YWHAE"
R-HSA-205043,NRIF signals cell death from the nucleus,"APH1A,APH1B,ITGB3BP,MAPK8,NCSTN,NGF,NGFR,PSEN1,PSEN2,PSENEN,RPS27A,SQSTM1,TRAF6,UBA52,UBB,UBC"
R-HSA-209776,Metabolism of amine-derived hormones,"AANAT,ASMT,CAV1,CGA,DBH,DDC,DIO1,DIO2,DIO3,DUOX1,DUOX2,DUOXA1,DUOXA2,IYD,PNMT,SLC5A5,TH,TPH1,TPH2,TPO,TSHB,TXNDC11"
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,"ARL6IP5,CPLX1,GLS,GLS2,PPFIA1,PPFIA2,PPFIA3,PPFIA4,RAB3A,RIMS1,SLC17A7,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7,SLC38A2,SNAP25,STX1A,STXBP1,SYT1,TSPOAP1,UNC13B,VAMP2"
R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,"CREBBP,EP300,HES1,HNF1B,KAT2A,KAT2B,MAML1,MAML2,MAML3,MAMLD1,NEUROG3,NOTCH1,ONECUT1,ONECUT3,RBPJ,SNW1"
R-HSA-210745,Regulation of gene expression in beta cells,"AKT1,AKT2,AKT3,FOXA2,FOXA3,FOXO1,GCK,HNF1A,HNF4A,HNF4G,IAPP,INS,MAFA,NEUROD1,NKX2-2,NKX6-1,PAX6,PDX1,PKLR,RFX6,SLC2A2"
R-HSA-210991,Basigin interactions,"ATP1B1,ATP1B2,ATP1B3,BSG,CAV1,ITGA3,ITGA6,ITGB1,L1CAM,MAG,MMP1,PPIA,PPIL2,SLC16A1,SLC16A3,SLC16A8,SLC3A2,SLC7A10,SLC7A11,SLC7A5,SLC7A6,SLC7A7,SLC7A8,SLC7A9,SPN"
R-HSA-210993,Tie2 Signaling,"ANGPT1,ANGPT2,ANGPT4,DOK2,GRB14,GRB2,GRB7,HRAS,KRAS,NRAS,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PTPN11,SHC1,SOS1,TEK"
R-HSA-211000,Gene Silencing by RNA,"AGO1,AGO2,AGO3,AGO4,ANG,ASZ1,BCDIN3D,DDX4,DGCR8,DICER1,DROSHA,ELAC2,FKBP6,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,HENMT1,HSP90AA1,IPO8,MAEL,MIR145,MIR23B,MOV10L1,MYBL1,PIWIL1,PIWIL2,PIWIL4,PLD6,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,PRKRA,RAN,TARBP2,TDRD1,TDRD12,TDRD6,TDRD9,TDRKH,TNRC6A,TNRC6B,TNRC6C,TRA-AGC1-1,TRA-CGC1-1,TRA-TGC1-1,TRD-GTC1-1,TRE-CTC1-1,TRE-TTC1-1,TRG-CCC1-1,TRG-GCC1-1,TRH-GTG1-1,TRI-TAT1-1,TRK-TTT1-1,TRK-TTT3-1,TRL-CAG1,TRL-TAG1-1,TRM-CAT1-1,TRP-AGG1-1,TRP-TGG1-1,TRQ-CTG1-1,TRR-ACG1-1,TRR-CCG1-1,TRS-CGA1-1,TRS-GCT1-1,TRV-AAC1-1,TRV-CAC1-1,TRV-TAC1-1,TSN,TSNAX,XPO5"
